"(0.7520595270851219, 0.008843293496556881)","[(0.7520595270851219, 0.008843293496556881), (0.7405740876378581, 0.08772577238781176), (0.8203264872044909, 0.11092221979130001), (0.9050865556460361, 0.058855655389152384), (0.9359839037357208, 0.09323881593439409)]"
"(0.7857345506249888, 0.22627237517571397)","[(0.7857345506249888, 0.22627237517571397), (0.758807091858055, 0.21918178344473638), (0.8010315350004225, 0.2750158263082727), (0.8203264872044909, 0.11092221979130001), (0.8410263236282245, 0.3438084138309935)]"
