"(0.7410327260331298, 0.4745646445931352)","[(0.7410327260331298, 0.4745646445931352), (0.699599486391743, 0.480539483305372), (0.8154999670390417, 0.4550474464875379), (0.7806005214945924, 0.3930508295516857), (0.7253043222667992, 0.38369580558278793)]"
"(0.7253043222667992, 0.38369580558278793)","[(0.7253043222667992, 0.38369580558278793), (0.7806005214945924, 0.3930508295516857), (0.7410327260331298, 0.4745646445931352), (0.699599486391743, 0.480539483305372), (0.8154999670390417, 0.4550474464875379)]"
