"(0.699599486391743, 0.480539483305372)","[(0.699599486391743, 0.480539483305372), (0.7410327260331298, 0.4745646445931352), (0.7253043222667992, 0.38369580558278793), (0.8154999670390417, 0.4550474464875379), (0.7806005214945924, 0.3930508295516857)]"
"(0.7806005214945924, 0.3930508295516857)","[(0.7806005214945924, 0.3930508295516857), (0.7253043222667992, 0.38369580558278793), (0.8154999670390417, 0.4550474464875379), (0.8410263236282245, 0.3438084138309935), (0.854267030944731, 0.43242980529003505)]"
